74,64,69,54,51,50,74,13,53,98,49,48,35,42,52,51,50,27,91,20,33,99,17,42,46,61,52,85,19,35,43,37,33,29,65,80,41,64,51,68,32,50,49,60,70,51,23,41,73,49,49,41,45,66,39,56,33,81,88,79,45,94,88,60,52,67,66,69,86,44,70,24,39,99,30,82,61,18,59,49,57,50,34,73,42,84,46,62,33,82,31,59,37,23,58,48,37,46,58,78,57,51,41,32,32,62,34,50,53,73,48,57,82,64,17,65,45,39,74,65,52,58,80,96,53,47,51,39,67,47,80,22,76,53,80,32,59,43,60,51,60,52,31,15,50,81,80,76,69,43
86,54,45,45,66,53,40,71,14,25,57,73,68,70,47,50,31,96,50,41,72,26,47,83,52,60,39,52,66,96,44,45,88,44,56,27,69,68,63,60,22,22,84,48,20,71,71,33,53,77,53,51,78,60,45,35,61,64,48,32,39,49,64,75,68,98,93,86,59,52,24,34,78,51,37,71,58,67,35,73,58,69,71,43,30,70,54,62,83,51,81,51,39,58,75,95,61,48,27,50,51,50,66,57,44,64,33,44,57,46,74,53,29,32,83,36,32,98,40,40,42,59,61,58,57,50,75,45,76,51,42,64,78,48,69,83,30,25,80,72,69,53,70,17,25,35,98,70,68,40
79,71,52,27,39,66,39,33,23,65,67,65,73,80,24,65,57,72,89,63,52,54,87,65,58,22,53,72,65,92,92,60,57,83,39,67,83,20,59,35,54,61,60,99,56,48,46,61,43,59,21,58,83,42,69,97,39,48,29,61,37,62,54,31,29,54,35,26,74,51,41,42,46,43,71,79,32,11,87,51,92,46,85,37,49,28,68,61,54,45,33,42,45,33,50,73,58,69,67,92,75,21,80,58,90,45,87,29,75,24,45,46,83,30,30,81,29,65,93,78,64,50,32,53,25,65,44,40,44,82,89,71,48,46,72,35,32,56,51,52,20,79,44,33,54,68,54,69,85,45
67,50,60,31,75,35,39,62,37,58,54,82,70,63,79,79,60,67,44,63,70,96,31,82,35,21,34,65,49,85,44,33,63,45,53,80,49,45,50,36,70,74,68,37,59,65,56,67,23,15,70,62,53,39,19,71,39,49,50,56,60,48,71,82,40,37,52,41,36,74,69,45,50,53,38,63,43,82,53,69,69,53,35,69,74,13,63,79,75,85,57,99,49,84,56,35,69,49,72,35,70,89,52,84,34,59,47,46,23,66,48,43,79,38,47,73,32,26,60,67,39,67,27,62,43,50,71,59,46,34,28,85,78,49,75,76,83,87,63,48,35,51,95,48,90,46,69,65,54,46
56,69,67,47,44,62,69,53,64,58,51,29,91,51,57,38,51,63,50,62,62,51,64,76,44,50,49,92,87,76,86,56,87,91,76,53,45,75,71,26,54,57,71,46,90,36,24,57,53,18,54,65,48,54,49,66,54,71,35,48,63,46,33,33,41,81,42,68,85,79,72,75,51,59,87,81,43,67,38,80,79,52,47,49,77,62,81,79,51,77,47,44,33,34,59,86,76,60,63,63,38,58,46,58,88,36,39,93,38,91,71,40,51,63,33,78,12,49,67,54,62,59,67,27,37,29,30,52,76,54,39,54,37,70,56,53,62,73,43,32,70,96,56,77,49,63,58,60,91,46
60,64,72,63,37,53,51,49,31,84,39,28,25,47,17,78,67,51,22,87,68,41,48,60,62,23,40,46,70,46,22,67,21,43,78,52,69,69,49,57,53,64,75,29,49,58,64,49,19,85,56,45,51,92,67,92,53,93,42,89,73,64,66,60,44,34,63,97,68,53,64,40,50,87,11,74,39,47,57,62,48,76,66,72,71,28,48,33,63,52,46,33,75,52,47,48,54,74,44,27,46,43,56,81,48,41,81,52,57,50,59,36,47,13,34,39,45,74,17,52,33,52,82,28,95,29,37,23,29,51,88,72,52,97,44,61,66,76,42,61,94,64,45,61,75,40,73,47,45,43
89,66,89,50,63,67,51,37,31,51,54,60,82,29,31,30,54,81,42,59,46,39,15,66,31,58,74,31,77,42,60,84,66,63,68,43,34,28,31,46,61,64,69,30,54,45,50,40,57,66,43,57,19,21,45,44,78,31,50,90,48,43,36,41,79,48,95,35,46,50,27,50,65,82,45,24,25,74,19,59,30,18,25,78,68,11,47,54,54,49,66,79,73,13,71,71,77,23,28,61,44,71,58,60,84,74,72,60,73,69,36,38,34,54,57,47,76,25,53,42,48,59,61,73,54,66,71,20,56,69,66,89,86,70,66,24,50,41,90,45,52,37,28,59,64,21,25,70,38,41
26,50,68,42,74,54,68,80,87,51,85,62,58,58,60,37,47,82,44,73,42,52,67,25,74,46,94,56,18,74,64,64,31,71,73,58,77,54,52,87,38,88,61,58,75,59,73,40,64,47,38,12,33,22,31,54,88,50,28,63,41,63,65,52,89,70,35,61,41,20,57,61,20,36,37,53,59,45,33,21,71,40,58,88,34,80,54,89,44,63,35,71,51,62,61,48,84,81,34,88,25,93,44,64,48,42,39,66,17,64,62,70,97,63,69,46,47,52,73,89,18,96,84,43,29,78,72,32,52,28,84,27,23,15,34,52,37,88,60,33,59,48,74,90,83,62,62,65,78,49
92,48,78,38,71,64,20,89,41,58,47,65,43,57,47,42,64,69,51,57,65,77,50,23,15,24,61,78,79,71,61,56,52,57,32,28,74,17,36,58,46,96,60,62,51,22,34,44,35,56,49,59,78,79,77,62,29,40,12,54,63,72,47,48,76,39,60,48,76,74,51,36,72,43,63,34,46,45,43,50,86,70,60,58,97,47,20,60,41,79,63,13,68,52,62,48,26,62,71,50,75,58,98,56,79,45,82,65,30,96,72,48,44,86,69,16,37,58,50,46,39,64,53,88,31,67,27,11,41,60,51,64,51,63,62,57,52,54,74,88,46,57,30,27,61,46,52,37,21,60
28,62,59,50,51,80,95,73,68,16,76,65,35,61,32,47,58,28,43,38,38,31,47,52,15,78,31,46,53,76,45,63,99,69,29,71,85,70,29,65,81,64,91,50,54,65,37,23,62,22,53,24,24,21,77,76,70,52,62,74,76,56,53,69,42,42,63,71,65,80,70,26,85,83,45,48,81,45,47,28,39,38,68,45,74,31,47,76,81,64,21,18,85,44,52,70,32,57,44,51,30,32,63,53,36,30,68,20,59,84,75,76,83,43,23,37,41,36,63,62,59,66,27,78,27,16,77,37,63,63,73,98,68,44,53,70,61,49,77,57,67,56,52,30,61,84,85,53,74,39
36,47,54,62,63,58,44,76,46,21,67,68,22,66,56,92,68,66,82,42,51,65,63,12,75,36,47,40,27,13,47,36,45,75,64,79,58,80,54,18,46,27,66,32,80,47,32,50,91,75,33,69,31,21,63,39,36,35,44,62,70,77,72,59,58,60,65,34,24,60,41,65,41,40,70,52,54,35,52,62,53,63,66,37,77,62,50,41,31,62,39,76,45,64,40,56,23,15,29,23,33,63,31,52,51,63,28,91,70,80,66,57,38,44,70,56,25,39,31,41,59,44,45,42,59,43,28,46,66,51,83,49,88,40,27,80,27,76,52,46,63,61,76,86,56,36,90,61,86,33
57,69,72,95,66,51,50,43,19,33,64,40,28,77,44,58,66,28,60,79,98,61,28,57,62,69,37,75,77,61,52,50,20,58,58,43,54,45,57,76,38,19,85,57,54,41,74,72,26,51,32,36,93,59,82,32,54,74,39,89,28,50,53,80,58,33,32,79,68,38,47,30,62,73,73,39,69,36,93,24,63,83,45,44,86,50,41,37,47,43,62,67,58,74,56,43,27,57,70,54,78,70,25,46,34,39,53,91,79,54,35,71,43,32,30,81,68,39,36,95,46,69,60,57,26,48,42,48,51,56,74,90,59,49,64,56,30,41,53,65,67,77,89,43,66,44,43,16,54,45
48,69,31,47,66,70,57,64,45,48,44,63,72,48,66,56,58,48,36,89,46,43,93,59,76,62,60,81,73,48,72,49,69,64,71,62,14,31,78,42,52,50,23,49,41,83,62,41,67,39,61,64,69,44,69,68,42,61,54,61,38,61,59,58,65,68,35,53,27,72,56,59,45,70,33,68,72,62,29,31,70,72,74,26,47,22,53,78,54,25,70,89,82,48,57,30,37,46,23,52,82,52,35,36,32,93,57,57,33,41,57,53,25,43,74,34,53,42,59,29,26,66,63,68,57,57,35,71,83,65,92,43,46,74,31,69,31,76,39,99,28,61,63,58,70,57,57,44,82,49
81,42,50,49,57,73,53,71,73,71,48,61,50,45,69,15,28,46,53,66,79,77,68,49,48,38,64,56,67,63,33,38,62,58,68,46,38,73,48,54,71,36,69,73,35,52,73,51,70,50,47,76,51,33,60,76,38,49,46,79,34,51,70,27,43,72,81,47,44,31,69,14,44,40,46,88,82,57,65,74,44,72,34,66,63,68,47,90,39,56,62,58,53,44,61,40,40,50,75,81,64,22,42,51,60,34,71,68,25,30,51,52,66,76,41,21,43,62,54,45,38,40,50,19,70,24,21,94,12,90,53,53,59,81,38,15,94,43,46,26,61,23,51,28,43,57,42,39,60,89
69,37,74,44,69,66,78,82,24,14,62,44,60,36,61,23,41,36,25,54,37,33,32,58,76,51,46,75,47,29,20,46,45,54,76,41,28,80,34,63,48,42,60,73,80,56,46,35,37,46,65,19,50,61,71,40,66,78,31,57,26,59,50,70,69,45,18,40,63,75,54,49,30,51,47,33,57,67,62,53,32,74,53,85,70,58,62,70,39,66,30,50,45,71,38,35,36,58,75,45,41,65,38,63,64,79,90,20,83,60,42,60,38,44,53,65,54,15,79,26,37,95,66,69,76,67,54,63,32,43,58,78,76,33,44,37,93,74,50,65,52,24,93,59,73,65,78,61,53,61
33,92,33,66,36,36,44,68,66,47,86,63,47,66,28,54,93,64,60,46,66,69,59,63,23,53,51,33,69,52,71,37,76,70,28,25,34,47,87,61,39,61,82,54,52,59,53,70,31,35,45,40,58,48,43,34,71,42,63,49,53,37,94,72,64,29,65,64,27,28,62,66,63,54,71,49,53,82,70,50,65,52,25,34,48,56,72,77,83,35,90,31,68,39,49,51,50,38,77,48,40,39,44,88,89,21,76,96,46,56,66,66,81,97,84,81,66,67,63,67,33,42,54,56,49,34,85,89,85,34,56,43,60,57,77,43,63,49,68,34,48,51,41,28,50,44,70,69,73,96
68,34,31,45,75,65,65,44,30,68,65,58,66,46,40,68,60,13,22,54,56,47,35,27,54,25,48,77,47,46,44,22,63,58,32,59,74,47,39,41,37,43,47,32,37,68,90,47,28,76,59,81,46,65,70,63,52,49,67,61,78,40,76,51,62,45,63,19,17,19,36,56,56,82,51,76,64,30,80,48,22,38,61,77,44,33,42,45,15,78,83,75,44,32,42,49,62,22,64,40,77,77,62,76,64,49,62,48,45,21,54,56,49,57,63,71,33,59,75,61,40,39,33,35,44,61,73,54,52,40,70,78,96,48,53,44,19,88,45,39,54,37,47,76,72,76,45,71,81,40
51,69,71,45,63,30,47,59,44,66,41,45,62,34,59,58,56,76,29,43,56,58,38,25,88,27,53,52,42,73,29,51,47,76,64,57,26,30,53,53,54,86,54,75,45,26,31,91,88,71,18,19,68,58,36,28,51,82,56,73,77,74,90,53,20,31,41,28,56,63,64,89,69,47,80,90,52,25,76,48,58,56,31,44,80,45,67,57,19,84,57,47,51,36,35,32,83,51,70,43,48,65,70,11,67,50,47,38,46,68,76,38,97,63,46,85,58,54,49,70,67,47,64,72,44,46,82,50,43,74,42,75,25,52,25,49,78,56,63,66,75,60,73,34,37,30,37,87,68,56
