53,53,61,63,52,54,58,48,50,56,52,47,59,53,62,50,54,59,54,48,53,57,58,52,53,52,54,49,58,47,50,54,57,52,54,57,56,57,62,60,52,50,54,60,58,62,54,49,56,53,57,52,48,56,52,57,46,66,52,56,49,50,59,54,59,58,50,60,48,54,57,50,53,57,47,49,62,53,52,52,51,53,51,63,54,56,57,53,50,46,59,54,50,59,50,51,63,47,54,65,46,60,51,59,58,58,50,56,51,53,56,56,57,49,49,50,62,51,52,60,52,56,61,54,48,62,47,50,52,58,58,49,56,58,51,54,56,59,52,58,63,56,54,57,66,46,49,51,51,49
64,45,53,50,58,60,54,54,49,53,63,61,54,54,58,60,57,49,62,51,46,67,63,49,58,58,48,54,58,60,57,49,54,54,57,45,56,44,52,50,50,57,56,54,49,56,46,57,59,57,58,53,60,51,62,60,49,58,56,59,58,64,54,60,53,56,61,58,56,51,56,52,56,47,56,52,53,53,46,54,47,54,45,59,53,60,52,56,61,57,53,56,58,53,49,59,58,52,52,51,46,53,60,62,60,52,58,58,57,50,50,54,54,52,49,50,59,56,57,60,43,54,59,53,57,60,53,53,62,52,57,49,52,58,60,56,58,49,48,56,54,47,54,65,50,53,49,61,53,53
58,59,56,57,49,59,59,52,56,58,60,56,52,54,56,51,53,61,52,56,54,57,52,48,48,51,61,63,54,50,50,50,60,58,59,56,57,58,52,54,53,54,60,52,50,58,59,56,53,48,53,59,50,56,57,54,50,54,53,52,47,53,51,60,46,61,53,49,50,46,48,52,56,52,53,59,51,60,51,65,56,52,57,57,54,57,59,54,49,58,53,50,49,53,58,60,56,53,59,53,52,56,51,65,50,51,58,53,57,59,50,57,54,57,59,47,56,62,49,62,51,59,63,58,67,58,64,57,59,53,45,54,59,56,50,62,47,51,47,51,58,52,57,53,58,54,53,61,61,59
44,49,52,59,58,54,58,48,50,53,54,56,50,56,56,48,61,58,60,56,54,53,64,61,65,53,51,58,56,50,56,54,50,59,53,59,52,53,63,54,65,54,62,57,50,61,54,50,53,49,51,52,53,54,51,51,59,58,52,59,56,61,52,49,56,54,53,56,60,60,57,53,47,54,50,63,52,62,57,52,57,54,60,49,63,57,57,57,53,59,53,50,51,50,54,58,53,54,47,56,51,58,53,52,56,61,49,46,54,50,51,58,64,52,54,52,59,59,57,60,54,53,63,59,58,48,56,61,47,60,52,63,54,47,62,60,57,56,62,57,53,59,54,57,53,50,60,50,53,61
54,59,61,56,51,57,48,53,52,56,51,59,57,58,63,54,52,58,64,57,51,50,46,65,64,54,62,59,58,46,53,58,53,58,57,57,60,69,56,57,60,51,48,48,58,59,53,48,60,50,57,61,54,53,59,53,60,58,51,58,57,54,60,47,57,56,59,56,57,50,54,44,56,51,51,57,51,53,58,64,56,53,65,52,54,60,60,56,51,57,46,48,64,60,54,62,59,54,53,50,56,57,51,53,54,52,58,52,46,56,54,52,53,59,56,53,50,56,49,54,64,52,46,58,53,54,49,50,62,49,67,59,57,56,50,62,59,57,53,59,57,52,56,57,54,51,47,56,62,52
52,53,62,63,57,51,56,56,49,63,52,61,56,53,53,58,61,47,41,52,50,62,58,61,50,54,50,53,47,46,60,56,57,53,51,50,53,48,65,46,52,54,58,57,57,58,49,60,51,60,53,46,60,39,50,61,47,57,53,48,51,46,63,61,58,57,58,63,54,53,51,56,51,56,51,48,47,61,59,62,56,61,53,54,61,59,65,57,63,60,56,59,50,52,62,46,54,50,45,56,54,48,54,59,53,50,60,53,56,65,53,51,64,65,47,53,58,54,59,58,63,51,51,48,61,52,57,50,60,54,56,54,57,61,60,58,57,63,47,52,56,58,60,49,46,61,59,51,56,50
52,51,58,49,50,52,48,51,59,61,57,58,58,48,57,58,59,61,59,56,53,52,52,58,57,51,60,51,54,58,54,53,53,49,54,50,50,58,48,53,53,56,53,59,58,52,60,68,58,54,54,50,54,57,65,57,53,54,59,52,50,57,61,52,58,49,52,50,62,54,58,59,48,56,59,56,52,59,56,59,54,60,58,61,57,53,50,49,52,58,58,53,56,48,49,46,49,57,52,53,66,58,52,62,59,60,51,53,47,54,49,62,58,48,61,54,62,64,53,54,53,57,58,57,60,58,47,50,59,53,45,57,52,56,47,51,52,52,60,46,50,44,54,58,48,67,54,62,63,51
56,53,51,59,56,49,54,63,53,59,49,51,60,53,60,52,58,59,59,51,48,50,53,57,60,63,63,54,65,54,60,54,46,59,49,54,59,56,60,59,63,57,59,53,63,56,57,63,50,60,60,56,61,57,58,48,53,62,54,50,52,59,58,54,50,51,59,60,48,56,59,57,51,63,60,50,53,53,61,56,54,60,56,56,54,47,60,63,56,52,56,64,48,52,53,58,56,53,48,54,53,61,51,61,56,53,51,62,50,54,56,56,54,57,62,58,59,60,49,52,60,60,52,51,57,59,53,58,48,50,50,53,50,54,54,48,54,61,49,44,50,63,53,53,58,59,50,61,53,60
56,51,51,58,59,54,50,50,59,61,42,58,50,65,64,51,54,53,52,57,52,58,57,50,54,59,57,56,51,53,59,56,57,53,65,50,53,59,50,57,52,51,49,52,52,65,60,52,56,61,49,50,53,59,56,48,52,52,57,54,61,50,57,56,58,49,58,50,47,59,61,54,56,49,57,51,57,53,57,56,52,60,61,46,57,54,52,52,56,56,56,60,60,56,59,61,60,61,58,53,52,50,54,57,59,61,59,60,56,62,57,53,58,50,60,57,56,48,45,60,56,48,43,49,53,54,58,52,61,53,62,54,53,61,60,59,54,62,53,56,52,47,61,54,56,53,60,56,59,64
54,54,52,52,57,48,59,53,64,60,49,56,51,53,59,56,54,56,56,57,54,57,47,56,63,58,50,59,60,57,60,54,56,59,53,63,59,58,53,48,48,51,53,52,57,59,52,47,46,58,59,51,59,58,51,49,46,62,58,60,63,57,60,57,52,52,59,64,53,53,50,57,51,52,54,50,66,59,60,46,57,54,62,46,62,45,44,48,65,63,63,60,63,54,60,51,52,50,54,52,50,59,62,62,51,54,54,52,56,51,53,59,53,60,58,53,60,54,54,63,51,51,51,57,63,56,61,52,59,53,61,60,58,48,57,61,48,53,46,51,46,52,52,48,63,63,56,57,51,50
